sentence,label,intent
can you list the earliest flights from Macau to London on thursday,O O O O O O O origin O destination O O,flight
is it going to be sunny in Shanghai,O O O O O O O location,weather
Vienna weather,location O,weather
please give ground transportation at denver airport,O O O O O O O,other
current weather in Lisbon,O O O location,weather
if I am going to Istanbul should I bring umbrella,O O O O O location O O O O,weather
show me the cities served by nationair,O O O O O O O,other
weather in Johannesburg,O O location,weather
list seating capacities of delta flights from Venice to Bangkok,O O O O O O O origin O destination,other
show me airports in washington dc,O O O O O O,other
Vancouver humidity,location O,weather
rain jacket needed in Antalya now,O O O O location O,weather
ground transportation atl to Jeju,O O O O destination,other
flight from dc to Doha,O O O O destination,flight
current weather in Frankfurt,O O O location,weather
what flights are there on sunday from Cancún to Riyadh,O O O O O O O origin O destination,flight
what is the lowest cost fare that delta has between Delhi and Siem Reap,O O O O O O O O O O origin O destination destination,other
what ground transportation is available from the denver airport to downtown Marrakech,O O O O O O O O O O O destination,other
what is the earliest american airlines flight leaving Venice for Honolulu,O O O O O O O O origin O destination,flight
show me the price of flight ea _D_ from Edirne to country,O O O O O O O O O origin O destination,other
what flights from Suzhou arrive in city before _D_ pm,O O O origin O O destination O O O,flight
can you show me one way economy fares from Vancouver to Warsaw,O O O O O O O O O origin O destination,other
will Frankfurt be hot,O location O O,weather
how many canadian airlines international flights use aircraft _D_,O O O O O O O O O,other
what is the seating capacity of the _D_,O O O O O O O O,other
what are the coach fares for flights from Milan to Toronto leaving after _D_ pm,O O O O O O O O origin O destination O O O O,other
I wonder how it feels today in Cancún,O O O O O O O location,weather
i need flight information leaving Istanbul and arriving in Edirne for monday,O O O O O origin O O O destination O O,flight
show me all the flights between Barcelona and either Hong Kong Hong Kong or Hong Kong that depart between _D_ and _D_ pm,O O O O O O origin O O destination destination destination destination O destination destination O O O O O O O,flight
all flights from Mecca to Kuala Lumpur between _D_ o'clock and _D_ o'clock in the afternoon,O O O origin O destination destination O O O O O O O O O,flight
show me all united airlines first class flights,O O O O O O O O,flight
Amsterdam humidity,location O,weather
temperature in Siem Reap,O O location location,weather
find me the weather in Frankfurt,O O O O O location,weather
delta flights from Manama please,O O O origin O,flight
what 's the first class fare round trip from Agra to Agra,O O O O O O O O O origin O destination,other
what airline is the flight originating in Amman on november seventh at noon and arriving in Los Angeles at _D_ pm,O O O O O O O origin O O O O O O O O destination destination O O O,other
how long will it rain in Kuala Lumpur,O O O O O O location location,weather
what kind of ground transportation is available in las vegas,O O O O O O O O O O,other
do I need to bring umbrella to Djerba today,O O O O O O O location O,weather
what is the cost of a flight from Zhuhai to Milan,O O O O O O O O origin O destination,other
i would like the least expensive airfare flight on sunday to Buenos Aires from Sofia,O O O O O O O O O O O destination destination O origin,other
find me the weather in Burgas,O O O O O location,weather
is it raining in Delhi,O O O O location,weather
may I know the weather in Doha,O O O O O O location,weather
what are the coach fares for flights from Kiev to Abu Dhabi leaving after _D_ pm,O O O O O O O O origin O destination destination O O O O,other
what flights are there from Cancún to Kuala Lumpur on wednesday morning,O O O O O origin O destination destination O O O,flight
what is the latest flight you have departing Buenos Aires to Orlando,O O O O O O O O origin origin O destination,flight
find me the weather in Warsaw,O O O O O location,weather
list nonstop flights from Marrakech to Manila which arrive before midnight,O O O O origin O destination O O O O,flight
how many different flight classes are there,O O O O O O O,other
what is the earliest flight from Sydney to bwi that serves a snack,O O O O O O origin O O O O O O,flight
can i have a list of all the thursday flights from Djerba to Madrid that leave after _D_ pm,O O O O O O O O O O O origin O destination O O O O O,flight
give me return flights from Florence to Brussels for december third,O O O O O origin O destination O O O,flight
may I know the weather in Milan,O O O O O O location,weather
rain jacket needed in Siem Reap now,O O O O location location O,weather
is it raining in Delhi,O O O O location,weather
i 'd like a flight on july ninth from Cancún to Manama in the afternoon,O O O O O O O O O origin O destination O O O,flight
where does flight ua _D_ from Manila to Zurich stop,O O O O O O origin O destination O,flight
what are all the flights from Kiev to Amsterdam,O O O O O O origin O destination,flight
show me flight us _D_ from Chennai to Vienna on monday and flight us _D_ from Chennai to Vienna on monday and flight twa _D_ from Chennai to Vienna,O O O O O O origin O destination O O O O O O O origin O destination O O O O O O O origin O destination,flight
can you show me economy class one way fares for flights from Lisbon to Istanbul on december sixteenth,O O O O O O O O O O O O origin O destination O O O,other
may I know the weather in Vancouver,O O O O O O location,weather
are there any nonstop flights leaving from Amsterdam arriving in Guilin on july seventh,O O O O O O O origin O O destination O O O,flight
may I know the weather in Florence,O O O O O O location,weather
i want a flight departing from Honolulu to Riyadh that leaves in the morning,O O O O O O origin O destination O O O O O,flight
is it hot in Jaipur,O O O O location,weather
what does s designate as a meal,O O O O O O O,other
please list the american airlines flights from Taipei to Barcelona on tuesday october first,O O O O O O O origin O destination O O O O,flight
i need flight information on thursday leaving Nairobi and arriving in Cancún in the morning,O O O O O O O origin O O O destination O O O,flight
what day of the week do flights from Antalya to Tokyo fly on,O O O O O O O O origin O destination O O,other
what is the ground transportation between the charlotte airport charlotte airport and downtown charlotte,O O O O O O O O O O O O O O,other
if I am going to Berlin should I bring umbrella,O O O O O location O O O O,weather
what is the ground transportation available in fort worth texas,O O O O O O O O O O,other
